Entidad federativa,Grupos quinquenales de edad,Estimador,Población total,Hombres,Mujeres
20 Oaxaca,00-04 años,DEFF,0.8,0.87,0.87
20 Oaxaca,05-09 años,Valor,"396,224","199,528","196,696"
20 Oaxaca,05-09 años,Error estándar,"3,215","1,718","1,735"
20 Oaxaca,05-09 años,Límite inferior de confianza,"390,935","196,702","193,842"
20 Oaxaca,05-09 años,Límite superior de confianza,"401,513","202,354","199,550"
20 Oaxaca,05-09 años,Coeficiente de variación,0.81,0.86,0.88
20 Oaxaca,05-09 años,DEFF,0.78,0.83,0.85
20 Oaxaca,10-14 años,Valor,"404,120","204,445","199,675"
20 Oaxaca,10-14 años,Error estándar,"3,105","1,691","1,671"
20 Oaxaca,10-14 años,Límite inferior de confianza,"399,013","201,663","196,927"
20 Oaxaca,10-14 años,Límite superior de confianza,"409,227","207,227","202,423"
20 Oaxaca,10-14 años,Coeficiente de variación,0.77,0.83,0.84
20 Oaxaca,10-14 años,DEFF,0.72,0.79,0.79
20 Oaxaca,15-19 años,Valor,"369,335","183,174","186,161"
20 Oaxaca,15-19 años,Error estándar,"2,930","1,545","1,637"
20 Oaxaca,15-19 años,Límite inferior de confianza,"364,516","180,632","183,468"
20 Oaxaca,15-19 años,Límite superior de confianza,"374,154","185,716","188,854"
20 Oaxaca,15-19 años,Coeficiente de variación,0.79,0.84,0.88
20 Oaxaca,15-19 años,DEFF,0.83,0.87,0.94
20 Oaxaca,20-24 años,Valor,"338,793","159,320","179,473"
20 Oaxaca,20-24 años,Error estándar,"3,060","1,577","1,719"
20 Oaxaca,20-24 años,Límite inferior de confianza,"333,760","156,726","176,646"
20 Oaxaca,20-24 años,Límite superior de confianza,"343,826","161,914","182,300"
20 Oaxaca,20-24 años,Coeficiente de variación,0.9,0.99,0.96
20 Oaxaca,20-24 años,DEFF,1.14,1.24,1.2
20 Oaxaca,25-29 años,Valor,"280,892","127,978","152,914"
20 Oaxaca,25-29 años,Error estándar,"2,423","1,232","1,403"
20 Oaxaca,25-29 años,Límite inferior de confianza,"276,906","125,951","150,606"
20 Oaxaca,25-29 años,Límite superior de confianza,"284,878","130,005","155,222"
20 Oaxaca,25-29 años,Coeficiente de variación,0.86,0.96,0.92
20 Oaxaca,25-29 años,DEFF,1.06,1.18,1.12
20 Oaxaca,30-34 años,Valor,"275,537","125,072","150,465"
20 Oaxaca,30-34 años,Error estándar,"2,281","1,172","1,323"
20 Oaxaca,30-34 años,Límite inferior de confianza,"271,785","123,144","148,289"
20 Oaxaca,30-34 años,Límite superior de confianza,"279,289","127,000","152,641"
20 Oaxaca,30-34 años,Coeficiente de variación,0.83,0.94,0.88
20 Oaxaca,30-34 años,DEFF,0.99,1.13,1.05
20 Oaxaca,35-39 años,Valor,"260,356","117,973","142,383"
20 Oaxaca,35-39 años,Error estándar,"2,238","1,092","1,330"
20 Oaxaca,35-39 años,Límite inferior de confianza,"256,674","116,177","140,195"
20 Oaxaca,35-39 años,Límite superior de confianza,"264,038","119,769","144,571"
20 Oaxaca,35-39 años,Coeficiente de variación,0.86,0.93,0.93
20 Oaxaca,35-39 años,DEFF,1.07,1.12,1.18
20 Oaxaca,40-44 años,Valor,"242,541","112,606","129,935"
20 Oaxaca,40-44 años,Error estándar,"2,092","1,099","1,177"
20 Oaxaca,40-44 años,Límite inferior de confianza,"239,100","110,798","127,999"
20 Oaxaca,40-44 años,Límite superior de confianza,"245,982","114,414","131,871"
20 Oaxaca,40-44 años,Coeficiente de variación,0.86,0.98,0.91
20 Oaxaca,40-44 años,DEFF,1.1,1.25,1.13
20 Oaxaca,45-49 años,Valor,"203,743","92,239","111,504"
20 Oaxaca,45-49 años,Error estándar,"1,808",918,"1,090"
20 Oaxaca,45-49 años,Límite inferior de confianza,"200,769","90,729","109,711"
20 Oaxaca,45-49 años,Límite superior de confianza,"206,717","93,749","113,297"
20 Oaxaca,45-49 años,Coeficiente de variación,0.89,1,0.98
20 Oaxaca,45-49 años,DEFF,1.14,1.24,1.28
20 Oaxaca,50-54 años,Valor,"192,767","88,561","104,206"
20 Oaxaca,50-54 años,Error estándar,"1,768",907,"1,037"
20 Oaxaca,50-54 años,Límite inferior de confianza,"189,859","87,069","102,500"
20 Oaxaca,50-54 años,Límite superior de confianza,"195,675","90,053","105,912"
20 Oaxaca,50-54 años,Coeficiente de variación,0.92,1.02,1
20 Oaxaca,50-54 años,DEFF,1.22,1.32,1.3
20 Oaxaca,55-59 años,Valor,"158,278","72,799","85,479"
20 Oaxaca,55-59 años,Error estándar,"1,411",748,832
20 Oaxaca,55-59 años,Límite inferior de confianza,"155,957","71,569","84,111"
20 Oaxaca,55-59 años,Límite superior de confianza,"160,599","74,029","86,847"
20 Oaxaca,55-59 años,Coeficiente de variación,0.89,1.03,0.97
20 Oaxaca,55-59 años,DEFF,1.1,1.24,1.19
20 Oaxaca,60-64 años,Valor,"129,228","59,416","69,812"
20 Oaxaca,60-64 años,Error estándar,"1,258",679,774
20 Oaxaca,60-64 años,Límite inferior de confianza,"127,158","58,300","68,539"
20 Oaxaca,60-64 años,Límite superior de confianza,"131,298","60,532","71,085"
20 Oaxaca,60-64 años,Coeficiente de variación,0.97,1.14,1.11
20 Oaxaca,60-64 años,DEFF,1.26,1.44,1.45
20 Oaxaca,65-69 años,Valor,"106,350","48,214","58,136"
20 Oaxaca,65-69 años,Error estándar,"1,058",558,683
20 Oaxaca,65-69 años,Límite inferior de confianza,"104,609","47,296","57,013"
20 Oaxaca,65-69 años,Límite superior de confianza,"108,091","49,132","59,259"
20 Oaxaca,65-69 años,Coeficiente de variación,1,1.16,1.17
20 Oaxaca,65-69 años,DEFF,1.25,1.36,1.5
20 Oaxaca,70-74 años,Valor,"87,396","40,446","46,950"
20 Oaxaca,70-74 años,Error estándar,951,496,626
20 Oaxaca,70-74 años,Límite inferior de confianza,"85,831","39,631","45,921"
20 Oaxaca,70-74 años,Límite superior de confianza,"88,961","41,261","47,979"
20 Oaxaca,70-74 años,Coeficiente de variación,1.09,1.23,1.33
20 Oaxaca,70-74 años,DEFF,1.37,1.39,1.72
20 Oaxaca,75 años y más,Valor,"149,757","68,557","81,200"
20 Oaxaca,75 años y más,Error estándar,"1,392",661,924
20 Oaxaca,75 años y más,Límite inferior de confianza,"147,467","67,470","79,680"
20 Oaxaca,75 años y más,Límite superior de confianza,"152,047","69,644","82,720"
20 Oaxaca,75 años y más,Coeficiente de variación,0.93,0.96,1.14
20 Oaxaca,75 años y más,DEFF,1.09,1.03,1.43
20 Oaxaca,No especificado,Valor,"3,334","1,512","1,822"
20 Oaxaca,No especificado,Error estándar,214,103,152
20 Oaxaca,No especificado,Límite inferior de confianza,"2,982","1,343","1,572"
20 Oaxaca,No especificado,Límite superior de confianza,"3,686","1,681","2,072"
20 Oaxaca,No especificado,Coeficiente de variación,6.42,6.79,8.34
20 Oaxaca,No especificado,DEFF,4.48,3.27,4.93
21 Puebla,Total,Valor,"6,168,883","2,943,677","3,225,206"
21 Puebla,Total,Error estándar,"84,894","40,585","44,582"
21 Puebla,Total,Límite inferior de confianza,"6,029,236","2,876,917","3,151,871"
21 Puebla,Total,Límite superior de confianza,"6,308,530","3,010,437","3,298,541"
21 Puebla,Total,Coeficiente de variación,1.38,1.38,1.38
21 Puebla,Total,DEFF,4.2,2.6,2.64
21 Puebla,00-04 años,Valor,"579,826","293,100","286,726"
21 Puebla,00-04 años,Error estándar,"7,492","3,982","3,832"
21 Puebla,00-04 años,Límite inferior de confianza,"567,502","286,550","280,422"
21 Puebla,00-04 años,Límite superior de confianza,"592,150","299,650","293,030"
21 Puebla,00-04 años,Coeficiente de variación,1.29,1.36,1.34
21 Puebla,00-04 años,DEFF,1.55,1.61,1.53
21 Puebla,05-09 años,Valor,"605,601","306,730","298,871"
21 Puebla,05-09 años,Error estándar,"8,154","4,375","4,135"
21 Puebla,05-09 años,Límite inferior de confianza,"592,187","299,534","292,069"
21 Puebla,05-09 años,Límite superior de confianza,"619,015","313,926","305,673"
21 Puebla,05-09 años,Coeficiente de variación,1.35,1.43,1.38
21 Puebla,05-09 años,DEFF,1.65,1.72,1.62
21 Puebla,10-14 años,Valor,"630,145","316,804","313,341"
21 Puebla,10-14 años,Error estándar,"8,509","4,509","4,376"
21 Puebla,10-14 años,Límite inferior de confianza,"616,148","309,388","306,143"
21 Puebla,10-14 años,Límite superior de confianza,"644,142","324,220","320,539"
21 Puebla,10-14 años,Coeficiente de variación,1.35,1.42,1.4
21 Puebla,10-14 años,DEFF,1.68,1.73,1.68
21 Puebla,15-19 años,Valor,"587,791","294,501","293,290"
21 Puebla,15-19 años,Error estándar,"8,456","4,245","4,584"
21 Puebla,15-19 años,Límite inferior de confianza,"573,882","287,518","285,750"
21 Puebla,15-19 años,Límite superior de confianza,"601,700","301,484","300,830"
21 Puebla,15-19 años,Coeficiente de variación,1.44,1.44,1.56
21 Puebla,15-19 años,DEFF,1.96,1.85,2.13
21 Puebla,20-24 años,Valor,"573,210","277,848","295,362"
21 Puebla,20-24 años,Error estándar,"9,163","4,719","4,752"
21 Puebla,20-24 años,Límite inferior de confianza,"558,138","270,086","287,545"
21 Puebla,20-24 años,Límite superior de confianza,"588,282","285,610","303,179"
21 Puebla,20-24 años,Coeficiente de variación,1.6,1.7,1.61
21 Puebla,20-24 años,DEFF,2.34,2.39,2.28
21 Puebla,25-29 años,Valor,"461,035","214,506","246,529"
21 Puebla,25-29 años,Error estándar,"6,727","3,319","3,735"
21 Puebla,25-29 años,Límite inferior de confianza,"449,970","209,047","240,385"
21 Puebla,25-29 años,Límite superior de confianza,"472,100","219,965","252,673"
21 Puebla,25-29 años,Coeficiente de variación,1.46,1.55,1.52
21 Puebla,25-29 años,DEFF,2.02,2.11,2.01
21 Puebla,30-34 años,Valor,"447,844","203,208","244,636"
21 Puebla,30-34 años,Error estándar,"7,570","3,655","4,170"
21 Puebla,30-34 años,Límite inferior de confianza,"435,392","197,196","237,777"
21 Puebla,30-34 años,Límite superior de confianza,"460,296","209,220","251,495"
21 Puebla,30-34 años,Coeficiente de variación,1.69,1.8,1.7
21 Puebla,30-34 años,DEFF,2.51,2.57,2.44
21 Puebla,35-39 años,Valor,"428,097","195,614","232,483"
21 Puebla,35-39 años,Error estándar,"7,311","3,512","4,042"
21 Puebla,35-39 años,Límite inferior de confianza,"416,070","189,836","225,834"
21 Puebla,35-39 años,Límite superior de confianza,"440,124","201,392","239,132"
21 Puebla,35-39 años,Coeficiente de variación,1.71,1.8,1.74
21 Puebla,35-39 años,DEFF,2.49,2.48,2.49
21 Puebla,40-44 años,Valor,"388,885","179,770","209,115"
21 Puebla,40-44 años,Error estándar,"7,064","3,400","3,914"
21 Puebla,40-44 años,Límite inferior de confianza,"377,266","174,177","202,677"
21 Puebla,40-44 años,Límite superior de confianza,"400,504","185,363","215,553"
21 Puebla,40-44 años,Coeficiente de variación,1.82,1.89,1.87
21 Puebla,40-44 años,DEFF,2.76,2.73,2.77
21 Puebla,45-49 años,Valor,"320,475","145,494","174,981"
21 Puebla,45-49 años,Error estándar,"6,035","2,966","3,308"
21 Puebla,45-49 años,Límite inferior de confianza,"310,547","140,615","169,540"
21 Puebla,45-49 años,Límite superior de confianza,"330,403","150,373","180,422"
21 Puebla,45-49 años,Coeficiente de variación,1.88,2.04,1.89
21 Puebla,45-49 años,DEFF,3.07,3.17,2.93
21 Puebla,50-54 años,Valor,"288,577","131,549","157,028"
21 Puebla,50-54 años,Error estándar,"4,916","2,417","2,793"
21 Puebla,50-54 años,Límite inferior de confianza,"280,491","127,573","152,434"
21 Puebla,50-54 años,Límite superior de confianza,"296,663","135,525","161,622"
21 Puebla,50-54 años,Coeficiente de variación,1.7,1.84,1.78
21 Puebla,50-54 años,DEFF,2.57,2.68,2.58
21 Puebla,55-59 años,Valor,"233,470","106,718","126,752"
21 Puebla,55-59 años,Error estándar,"4,008","2,025","2,229"
21 Puebla,55-59 años,Límite inferior de confianza,"226,877","103,386","123,085"
21 Puebla,55-59 años,Límite superior de confianza,"240,063","110,050","130,419"
21 Puebla,55-59 años,Coeficiente de variación,1.72,1.9,1.76
21 Puebla,55-59 años,DEFF,2.62,2.8,2.51
21 Puebla,60-64 años,Valor,"185,118","83,384","101,734"
21 Puebla,60-64 años,Error estándar,"3,106","1,435","1,927"
21 Puebla,60-64 años,Límite inferior de confianza,"180,008","81,023","98,564"
21 Puebla,60-64 años,Límite superior de confianza,"190,228","85,745","104,904"
21 Puebla,60-64 años,Coeficiente de variación,1.68,1.72,1.89
21 Puebla,60-64 años,DEFF,2.37,2.16,2.68
21 Puebla,65-69 años,Valor,"143,707","65,742","77,965"
21 Puebla,65-69 años,Error estándar,"2,390","1,263","1,414"
21 Puebla,65-69 años,Límite inferior de confianza,"139,775","63,665","75,638"
21 Puebla,65-69 años,Límite superior de confianza,"147,639","67,819","80,292"
21 Puebla,65-69 años,Coeficiente de variación,1.66,1.92,1.81
21 Puebla,65-69 años,DEFF,2.25,2.44,2.36
21 Puebla,70-74 años,Valor,"109,182","48,883","60,299"
21 Puebla,70-74 años,Error estándar,"2,022",997,"1,261"
21 Puebla,70-74 años,Límite inferior de confianza,"105,857","47,244","58,225"
21 Puebla,70-74 años,Límite superior de confianza,"112,507","50,522","62,373"
21 Puebla,70-74 años,Coeficiente de variación,1.85,2.04,2.09
21 Puebla,70-74 años,DEFF,2.53,2.41,2.79
21 Puebla,75 años y más,Valor,"183,422","78,747","104,675"
21 Puebla,75 años y más,Error estándar,"3,234","1,453","2,037"
21 Puebla,75 años y más,Límite inferior de confianza,"178,102","76,357","101,325"
21 Puebla,75 años y más,Límite superior de confianza,"188,742","81,137","108,025"
21 Puebla,75 años y más,Coeficiente de variación,1.76,1.85,1.95
21 Puebla,75 años y más,DEFF,2.49,2.34,2.7
21 Puebla,No especificado,Valor,"2,498","1,079","1,419"
21 Puebla,No especificado,Error estándar,187,98,120
21 Puebla,No especificado,Límite inferior de confianza,"2,191",917,"1,221"
21 Puebla,No especificado,Límite superior de confianza,"2,805","1,241","1,617"
21 Puebla,No especificado,Coeficiente de variación,7.47,9.11,8.47
21 Puebla,No especificado,DEFF,2.34,2.04,2.31
22 Querétaro,Total,Valor,"2,038,372","993,436","1,044,936"
22 Querétaro,Total,Error estándar,"48,162","24,178","24,206"
22 Querétaro,Total,Límite inferior de confianza,"1,959,125","953,653","1,005,106"
22 Querétaro,Total,Límite superior de confianza,"2,117,619","1,033,219","1,084,766"
22 Querétaro,Total,Coeficiente de variación,2.36,2.43,2.32
22 Querétaro,Total,DEFF,2.65,1.52,1.41
22 Querétaro,00-04 años,Valor,"183,412","93,189","90,223"
22 Querétaro,00-04 años,Error estándar,"4,339","2,556","2,078"
22 Querétaro,00-04 años,Límite inferior de confianza,"176,273","88,983","86,803"
22 Querétaro,00-04 años,Límite superior de confianza,"190,551","97,395","93,643"
22 Querétaro,00-04 años,Coeficiente de variación,2.37,2.74,2.3
22 Querétaro,00-04 años,DEFF,0.91,1.11,0.83
22 Querétaro,05-09 años,Valor,"190,305","98,294","92,011"
22 Querétaro,05-09 años,Error estándar,"4,717","2,595","2,434"
22 Querétaro,05-09 años,Límite inferior de confianza,"182,543","94,025","88,006"
22 Querétaro,05-09 años,Límite superior de confianza,"198,067","102,563","96,016"
22 Querétaro,05-09 años,Coeficiente de variación,2.48,2.64,2.65
22 Querétaro,05-09 años,DEFF,1.05,1.11,1.1
22 Querétaro,10-14 años,Valor,"191,990","97,191","94,799"
22 Querétaro,10-14 años,Error estándar,"4,600","2,513","2,401"
22 Querétaro,10-14 años,Límite inferior de confianza,"184,422","93,056","90,848"
22 Querétaro,10-14 años,Límite superior de confianza,"199,558","101,326","98,750"
22 Querétaro,10-14 años,Coeficiente de variación,2.4,2.59,2.53
22 Querétaro,10-14 años,DEFF,0.99,1.07,1.02
22 Querétaro,15-19 años,Valor,"187,581","94,618","92,963"
22 Querétaro,15-19 años,Error estándar,"5,157","2,739","2,714"
22 Querétaro,15-19 años,Límite inferior de confianza,"179,096","90,111","88,497"
22 Querétaro,15-19 años,Límite superior de confianza,"196,066","99,125","97,429"
22 Querétaro,15-19 años,Coeficiente de variación,2.75,2.89,2.92
22 Querétaro,15-19 años,DEFF,1.23,1.28,1.26
22 Querétaro,20-24 años,Valor,"199,174","98,907","100,267"
22 Querétaro,20-24 años,Error estándar,"5,579","3,148","2,683"
22 Querétaro,20-24 años,Límite inferior de confianza,"189,995","93,727","95,852"
22 Querétaro,20-24 años,Límite superior de confianza,"208,353","104,087","104,682"
22 Querétaro,20-24 años,Coeficiente de variación,2.8,3.18,2.68
22 Querétaro,20-24 años,DEFF,1.3,1.5,1.16
22 Querétaro,25-29 años,Valor,"169,187","80,622","88,565"
22 Querétaro,25-29 años,Error estándar,"4,688","2,354","2,544"
22 Querétaro,25-29 años,Límite inferior de confianza,"161,473","76,748","84,379"
22 Querétaro,25-29 años,Límite superior de confianza,"176,901","84,496","92,751"
22 Querétaro,25-29 años,Coeficiente de variación,2.77,2.92,2.87
22 Querétaro,25-29 años,DEFF,1.23,1.27,1.24
22 Querétaro,30-34 años,Valor,"163,464","75,663","87,801"
22 Querétaro,30-34 años,Error estándar,"4,633","2,316","2,535"
22 Querétaro,30-34 años,Límite inferior de confianza,"155,842","71,852","83,629"
22 Querétaro,30-34 años,Límite superior de confianza,"171,086","79,474","91,973"
22 Querétaro,30-34 años,Coeficiente de variación,2.83,3.06,2.89
22 Querétaro,30-34 años,DEFF,1.24,1.32,1.23
22 Querétaro,35-39 años,Valor,"153,488","73,430","80,058"
22 Querétaro,35-39 años,Error estándar,"4,408","2,296","2,319"
22 Querétaro,35-39 años,Límite inferior de confianza,"146,234","69,653","76,242"
22 Querétaro,35-39 años,Límite superior de confianza,"160,742","77,207","83,874"
22 Querétaro,35-39 años,Coeficiente de variación,2.87,3.13,2.9
22 Querétaro,35-39 años,DEFF,1.35,1.45,1.32
22 Querétaro,40-44 años,Valor,"140,445","67,270","73,175"
22 Querétaro,40-44 años,Error estándar,"4,472","2,285","2,355"
22 Querétaro,40-44 años,Límite inferior de confianza,"133,086","63,511","69,300"
22 Querétaro,40-44 años,Límite superior de confianza,"147,804","71,029","77,050"
22 Querétaro,40-44 años,Coeficiente de variación,3.18,3.4,3.22
22 Querétaro,40-44 años,DEFF,1.53,1.6,1.49
22 Querétaro,45-49 años,Valor,"110,934","51,712","59,222"
22 Querétaro,45-49 años,Error estándar,"3,443","1,816","1,809"
22 Querétaro,45-49 años,Límite inferior de confianza,"105,268","48,724","56,245"
22 Querétaro,45-49 años,Límite superior de confianza,"116,600","54,700","62,199"
22 Querétaro,45-49 años,Coeficiente de variación,3.1,3.51,3.06
22 Querétaro,45-49 años,DEFF,1.53,1.73,1.4
22 Querétaro,50-54 años,Valor,"97,455","45,947","51,508"
22 Querétaro,50-54 años,Error estándar,"3,172","1,598","1,755"
22 Querétaro,50-54 años,Límite inferior de confianza,"92,235","43,317","48,620"
22 Querétaro,50-54 años,Límite superior de confianza,"102,675","48,577","54,396"
22 Querétaro,50-54 años,Coeficiente de variación,3.26,3.48,3.41
22 Querétaro,50-54 años,DEFF,1.59,1.67,1.59
22 Querétaro,55-59 años,Valor,"74,591","35,195","39,396"
22 Querétaro,55-59 años,Error estándar,"2,341","1,206","1,330"
22 Querétaro,55-59 años,Límite inferior de confianza,"70,740","33,211","37,208"
22 Querétaro,55-59 años,Límite superior de confianza,"78,442","37,179","41,584"
22 Querétaro,55-59 años,Coeficiente de variación,3.14,3.43,3.37
22 Querétaro,55-59 años,DEFF,1.43,1.52,1.48
22 Querétaro,60-64 años,Valor,"57,621","27,053","30,568"
